subject_id,trial_num,path_curvature,path_linearity,path_efficiency,velocity_smoothness,velocity_symmetry,peak_velocity_timing,jerk_metric,acceleration_smoothness,movement_rhythm,force_modulation,temporal_consistency,movement_efficiency_index,control_stability
r.yanase,1,29489.15932712759,0.14857537497510542,0.14857537497510542,0.989181593649676,-0.3064237454705866,0.8060747663551402,0.20664264498223991,0.869905551912376,0.009345794392523364,0.9276330045276157,0.07797469593004638,0.9429112864161432,0.47590707220460593
r.yanase,2,26291.072816251617,0.14451409381226812,0.14451409381226812,0.990583981668821,0.07757234904760688,0.5735607675906184,0.1875549453894447,0.8838290248636007,0.008528784648187633,0.8905346464937204,0.07475705804856449,0.9558278375985769,0.505807208898352
r.yanase,3,39893.025235979185,0.15238606571411092,0.15238606571411092,0.9911807614422704,0.7713119009951864,0.11352657004830918,0.1880496594391231,0.8774725505164813,0.00966183574879227,0.7971054466381398,0.07917772313701886,0.9625581035865602,0.522408504040969
r.yanase,4,30814.78442654424,0.1354202067981862,0.1354202067981862,0.9871250375106353,0.31244675231030516,0.36556603773584906,0.24309795833853895,0.852593333428257,0.009433962264150943,0.962295372248983,0.07831221997886782,0.9030223537726327,0.42944114126023414
r.yanase,5,71109.30959896036,0.19636711732783776,0.19636711732783776,0.9901285007389107,0.8915111615129047,0.11724137931034483,0.18778850431201208,0.8786633741695034,0.009195402298850575,0.8730423407858581,0.07739314873343706,0.9989115181359561,0.4908222466070969
r.yanase,6,13479.658987356603,0.15685996723085893,0.15685996723085893,0.9870318242296015,0.1881133659596532,0.3477157360406091,0.2562695288830594,0.8350493318028775,0.01015228426395939,0.8703680364341091,0.08099866972080132,0.9105464752277217,0.4343674231859069
r.yanase,7,17108.62737953999,0.04886180047020085,0.04886180047020085,0.9908270847052549,0.9239586591241813,0.8710359408033826,0.18289275928467197,0.8864556701379462,0.008456659619450317,0.8187573349742505,0.07446193156721992,0.8789375681056536,0.5198451160522108
r.yanase,8,17250.164408745113,0.16069896984218446,0.16069896984218446,0.9912359562566536,0.8694188661559157,0.8696682464454977,0.1850503708032099,0.8883511422967877,0.009478672985781991,0.7878617665545755,0.07848057725166584,0.9720556648727711,0.5304030409104445
r.yanase,9,25722.115184590763,0.13613843062090905,0.13613843062090905,0.9911253025094654,0.3059866559203715,0.8793103448275862,0.20051151562674677,0.8581351054644499,0.008620689655172414,0.8020749943894392,0.07512470081761952,0.9389861891844228,0.5279904116433901
r.yanase,10,32120.679526840326,0.15412465298674513,0.15412465298674513,0.9910113510194217,0.13592701728843,0.34987593052109184,0.20978416050774798,0.862103350565127,0.009925558312655087,0.7701278782826015,0.08016207386303402,0.9465622392721292,0.5265409024095339
r.yanase,11,24256.23169334905,0.08920190901899375,0.08920190901899375,0.989554017231169,0.8859268269661796,0.10955710955710955,0.23413468427226,0.8370361283800304,0.009324009324009324,0.7931058135834739,0.07788872811125339,0.8740990266279401,0.49382327610894383
r.yanase,12,20827.458612278857,0.00999480490129768,0.00999480490129768,0.989801433691493,0.707562025321411,0.5955056179775281,0.22172728513761203,0.856418993407858,0.008988764044943821,0.8986833493803206,0.07658594980119716,0.8183464925072672,0.5025642914007581
r.yanase,13,33225.740580106765,0.1327069276393511,0.1327069276393511,0.987986896836003,0.9303283589843151,0.11707317073170732,0.23797915146121393,0.8670466003508717,0.00975609756097561,0.9381435684837665,0.07952935879399668,0.9052606606117515,0.4409452786665786
r.yanase,14,30109.99707009935,0.04968000000789686,0.04968000000789686,0.9879567775516017,0.6675888867373255,0.35507246376811596,0.30649042279751565,0.6993980876460971,0.00966183574879227,0.9378265891733889,0.0791748950254356,0.7942169031271308,0.44712237124602966
r.yanase,15,17451.406526764935,0.13061900895606873,0.13061900895606873,0.9879906209954583,0.726113245057383,0.07655502392344497,0.22961676982409124,0.8321567194058063,0.009569377990430622,0.900692133481713,0.0788262530307668,0.9097221649893041,0.45342595448659373
r.yanase,16,14274.37426605974,0.08159748111723128,0.08159748111723128,0.9891409851591271,0.816151094213914,0.8881431767337807,0.22503419193757052,0.8405346333727,0.008948545861297539,0.8384601904286108,0.07642918231321028,0.874047821132918,0.47698955996978015
r.yanase,17,12604.720502852395,0.14287454123941867,0.14287454123941867,0.9885908522234501,0.6723902547557773,0.11083123425692695,0.22060989082394564,0.8443398049980414,0.010075566750629723,0.8870902620675124,0.08071810981320612,0.9269672497075199,0.45529806573378195
r.yanase,18,39971.377894624435,0.08378322972853773,0.08378322972853773,0.9892023011571428,0.6219691164067708,0.1,0.2208493135962101,0.8292188549468519,0.009523809523809525,0.8203364123361903,0.07865451980511388,0.8788844937177605,0.47879660563747783
r.yanase,19,35890.964343096086,0.11429125061543371,0.11429125061543371,0.9903341234808203,0.7186953051184213,0.5883668903803132,0.20144196177422605,0.8688507712633424,0.008948545861297539,0.894105444323573,0.07643026030433092,0.9194163423965994,0.5023228491551085
r.yanase,20,41737.14970431402,0.15836769751603602,0.15836769751603602,0.9874169410862818,0.23819994050022347,0.3409090909090909,0.22918931367959758,0.8500500334428102,0.010101010101010102,0.9421451431808602,0.08081179426486268,0.932146599267442,0.4394922896235545
r.yanase,21,13304.877133135098,0.08650401666888063,0.08650401666888063,0.9876266009484806,-0.3696207786273855,0.834051724137931,0.2067875778094724,0.8587188658774036,0.008620689655172414,0.9357934858464699,0.07512595548005976,0.8900743074991654,0.43791183554806956
r.yanase,22,26221.763713170083,0.14464176897188388,0.14464176897188388,0.9883938510042568,0.5322075927983241,0.8720379146919431,0.22649793990034897,0.8687372330666899,0.009478672985781991,0.8788587596083428,0.07848098948913694,0.9237974097764876,0.458723338403763
r.yanase,23,76817.06809168014,0.04293497089475558,0.04293497089475558,0.9894018529021529,0.26566841656900914,0.07741935483870968,0.2032658840444388,0.8598950524081482,0.008602150537634409,0.8936120478876505,0.07505037167785096,0.8579457271131127,0.48048220455085444
r.yanase,24,28984.284970920973,0.009802145761332318,0.009802145761332318,0.9881590600320447,0.8442022649130689,0.09297052154195011,0.22745070060574496,0.8586132863276734,0.009070294784580499,0.8625400208943976,0.07690579545927388,0.8130356724721285,0.4526473015559814
r.yanase,25,33461.765392998335,0.06810390763468868,0.06810390763468868,0.9899034917202956,0.12184644782249629,0.07857142857142857,0.22347014750711577,0.8416474548770404,0.009523809523809525,0.8082665420602799,0.07865354317393415,0.8647594724813921,0.49137587825419726
r.yanase,26,21394.029865783938,0.047712031227603625,0.047712031227603625,0.98831795599079,-0.12527019688571508,0.5661252900232019,0.25413674052260066,0.8600219630068842,0.009280742459396751,0.8180214671255138,0.07772322117515573,0.8260901333507527,0.4543008181918161
r.yanase,27,51796.77476115428,0.1687653344430168,0.1687653344430168,0.9888765959727086,0.07702349172990121,0.5529953917050692,0.17424624256494156,0.8774730064278898,0.009216589861751152,1.0648133842487773,0.07747555178098231,0.9858595995053416,0.46743436033896135
r.yanase,28,46229.8870088725,0.11747976270934159,0.11747976270934159,0.99065096864532,0.2997370741197281,0.3115942028985507,0.2026386254904166,0.8851056514953698,0.00966183574879227,0.7907862874706812,0.07917756896813362,0.9214162158668268,0.5077126386285079
r.yanase,29,15691.689934273985,0.07836419799978503,0.07836419799978503,0.9890648021746059,-0.6234807947562084,0.29256594724220625,0.19942712029024523,0.857856148035605,0.009592326139088728,0.9005253019462506,0.07891518413556686,0.8899490282628322,0.47465687961373454
r.yanase,30,28907.02626393536,0.14123044024404005,0.14123044024404005,0.9900466873737692,0.19897672610895886,0.08542713567839195,0.20198707633257354,0.8698317081197803,0.010050251256281407,0.9198150550505089,0.08062505170888425,0.9411724550895256,0.49779889253107606
r.yanase,31,26868.23057017983,0.13145952953217335,0.13145952953217335,0.9913113775329776,-0.07642756523552986,0.5704057279236276,0.23331892213136715,0.874473703193459,0.00954653937947494,0.6921371473929104,0.07874060422684993,0.9103654269123092,0.5402621422861783
r.yanase,32,35345.353789254754,0.13557384489460317,0.13557384489460317,0.9890316401701903,-0.539450794203341,0.04728132387706856,0.2125270531299418,0.8427288908020828,0.009456264775413711,0.8661667813240388,0.07839648273400528,0.9274889843998176,0.47337967638357975
r.yanase,33,26524.301704954134,0.21179677497065286,0.21179677497065286,0.9905620363611518,0.43593473102307306,0.8277404921700223,0.2190926981514802,0.852868093762378,0.008948545861297539,0.7971905832425736,0.07642902224907995,0.9862734910601554,0.5016425061484484
r.yanase,34,35052.31593875211,0.14489816539210038,0.14489816539210038,0.9872068289883525,-0.13182100825495827,0.5619047619047619,0.23554082490559292,0.8380323900517798,0.009523809523809525,0.943537276396828,0.07865385563790508,0.9162829520157347,0.4291558517624454
r.yanase,35,25460.673270512183,0.12204188442525543,0.12204188442525543,0.9901958601113944,0.3368856573201497,0.08636363636363636,0.18312928492806957,0.8701767232673902,0.00909090909090909,0.8738439934954417,0.0769865980793007,0.9400813239140389,0.5022056697485093
s.miyama,1,7489.159570312329,0.04352089782113238,0.04352089782113238,0.9866137535831039,0.002923153762583234,0.31175468483816016,0.3459950288242699,0.5044969159248955,0.0068143100511073255,1.2668863630070304,0.06740340211465888,0.7653331768276005,0.4303945756765909
s.miyama,2,21182.814279400445,0.11088092462881975,0.11088092462881975,0.9918576397435206,0.472326661577704,0.3927765237020316,0.22672325650378997,0.7773851705808398,0.009029345372460496,0.8555254797554844,0.07675393484576759,0.8989301853746452,0.5505429955204159
s.miyama,3,20501.843006464424,0.18022399752169005,0.18022399752169005,0.9897869880042249,-0.025967614050552087,0.8439024390243902,0.2815588604606036,0.713537120879201,0.00975609756097561,0.8710331566067885,0.07953855144908874,0.912959226161023,0.5001456696997301
s.miyama,4,6501.259959881283,0.0965095128741791,0.0965095128741791,0.9905348283817077,-0.4510176798753382,0.25,0.21738622541720398,0.7272151294398906,0.009009009009009009,0.930954667912973,0.07667572018663074,0.8929330056148382,0.49649419221843777
s.miyama,5,6178.93662151651,0.02276487457677712,0.02276487457677712,0.9902769287834917,0.16878499965305846,0.03761061946902655,0.29495754829246024,0.7150293654226892,0.008849557522123894,0.89910755527038,0.07604728494639532,0.7822973075033021,0.4848240415131094
s.miyama,6,23127.46129281384,0.11822771876614163,0.11822771876614163,0.9901280306429904,0.053542532051474565,0.8649350649350649,0.30876103828711315,0.7089891122333938,0.01038961038961039,0.8627081918265551,0.08187283857940487,0.8468740411616559,0.5038283788592084
s.miyama,7,11842.6721870089,0.10257553233428424,0.10257553233428424,0.9896798961680064,0.13753814541725456,0.4,0.29130021077804485,0.6928420761178916,0.009876543209876543,0.9162993041206888,0.07998879639944079,0.8458570821762478,0.4937733044131486
s.miyama,8,11387.650653711167,0.12752957378981286,0.12752957378981286,0.9891150794878983,0.1451883496344688,0.8279816513761468,0.2774403970102132,0.6981783328657168,0.009174311926605505,0.8843538359426201,0.07732117387303353,0.8741266174853741,0.4730045475068949
s.miyama,9,17599.84584863122,0.07736359328838117,0.07736359328838117,0.9881654714218681,-0.45481207028078097,0.314540059347181,0.32794162104123475,0.6754520569493683,0.011869436201780416,0.8666716866717196,0.08703075191530346,0.8023914966041741,0.4568309318606579
s.miyama,10,17911.29419466421,0.06747590790019609,0.06747590790019609,0.9907239329763633,0.5317651613488737,0.8422391857506362,0.2418999328841571,0.7557150786492649,0.010178117048346057,0.8995505558910506,0.0811044320800299,0.8520814059624133,0.5285569032322268
s.miyama,11,10491.695659950525,0.08937778343880687,0.08937778343880687,0.9886214334067432,-0.22991015675079304,0.3054054054054054,0.24156804673388124,0.686001011286085,0.010810810810810811,0.9998546738394941,0.08338214651750916,0.8682562503773983,0.45864065246244895
