subject_id,is_expert,batch_idx,z_style_dim0,z_style_dim1,z_style_dim2,z_style_dim3,z_skill_dim0,z_skill_dim1,z_skill_dim2,z_skill_dim3,z_skill_dim4,z_skill_dim5,z_skill_dim6,z_skill_dim7,z_primitive_dim0,z_primitive_dim1,z_primitive_dim2,z_primitive_dim3,z_primitive_dim4,z_primitive_dim5,z_primitive_dim6,z_primitive_dim7,z_primitive_dim8,z_primitive_dim9,z_primitive_dim10,z_primitive_dim11,z_primitive_dim12,z_primitive_dim13,z_primitive_dim14,z_primitive_dim15
r.morishita,0,2,-1.3645502,-0.83323205,0.3272578,1.1218024,0.87849236,-2.1508393,1.7451615,-1.4888837,0.601684,-1.2861383,-0.63834345,-0.05237384,0.12554833,0.02529519,0.23886777,0.3672112,-0.3758408,0.111983344,-0.36188906,0.30085167,-0.5036508,-0.40571737,-0.09300928,-0.10206948,-0.33052436,0.018079367,-0.3344693,0.021419227
r.morishita,0,2,-0.14862135,-2.2017293,0.7198168,0.67799306,-0.48072058,0.92629886,-0.18265215,-0.2303523,0.7792273,-2.4900506,0.40746272,-0.062226295,-0.17707825,-0.84265363,-0.23934717,-0.15895158,0.13447031,0.21861403,0.21385697,-0.24746391,-0.5092737,-0.12890932,0.33256853,0.30086726,0.67193365,0.024182148,0.3715253,0.28684437
r.yanase,1,2,0.13780347,-0.3816908,-0.9580847,0.124861926,-0.9636365,0.88831186,-0.32040673,-0.14106238,2.1388693,-0.26622897,-0.586872,0.51380783,0.19605011,0.24828541,-0.3502298,-0.32743758,0.04995565,-0.2643448,-1.0158199,0.5581231,0.39359972,1.4314729,-0.15180288,-0.108747095,-0.79021716,0.24332632,0.16917625,-0.7732176
r.yanase,1,2,0.109864175,1.3223991,0.6159487,0.35338873,2.4367223,-0.37771904,2.0484705,-1.1650765,1.5670156,2.4660547,0.66837627,2.2307558,-0.024195455,-0.3921014,0.17321181,-0.021645203,0.05353635,-0.7790592,0.16867469,0.009132266,0.22427975,0.72518945,0.18600558,-0.3319803,0.04422258,-0.45260376,-0.21036237,0.6069923
r.yanase,1,2,-1.4435705,0.8458644,0.7220397,1.9871982,-0.13551515,-0.81524503,0.7607899,0.89226276,1.3867886,1.1181096,1.5596138,1.1900511,-0.017800786,-0.33225176,-0.5340646,-0.46326312,0.32947823,0.2891904,-0.276973,0.3651333,0.16499792,-0.049810573,-0.4646281,0.046318427,-0.39530286,-0.5065785,0.1056342,0.29692984
r.yanase,1,2,-0.87831444,-0.6241716,0.46642497,0.3649393,-0.92044944,0.23394305,-0.46339247,0.3912086,0.7095796,-1.3957683,0.7661531,0.0051472895,0.3431945,-0.22567873,-0.1379845,0.16341095,0.21060139,-0.020344965,0.058636256,0.124380074,-0.08287597,0.0505943,-0.49790165,-0.0073185116,-0.63535553,-0.6365753,0.25079685,-0.47231686
r.yanase,1,2,-0.79227954,-0.038393024,2.311438,2.1017425,-0.3746785,1.5067027,-2.0901155,-0.84496677,-1.3776156,-0.09647697,-0.28845176,-0.6002271,-0.18713856,0.25176576,0.20262533,-0.14225107,0.30770972,-0.10793085,-0.1809377,-0.32935965,-0.27408263,0.1312009,-0.6239519,0.15638527,0.29292178,-0.09158788,0.40855512,0.075404555
r.yanase,1,2,0.33565992,-0.96062714,0.93063915,0.44218528,-1.6142583,0.052684158,-0.6276218,-0.003896825,-0.20097667,-0.4655645,3.6527119,-0.62617725,0.76092976,-0.16460901,-0.05899778,0.12602843,-0.20586891,0.10925478,0.23217708,-0.395455,-0.8144686,0.4661957,-0.6346594,-0.17826776,0.18811013,0.029295899,0.35229108,0.14402223
r.yanase,1,2,1.6089965,0.22736274,1.4630649,-1.8876929,-2.1929464,0.6068389,-0.52251256,0.028608123,1.5847025,1.3964418,-1.1066986,-0.79870486,0.10512839,-0.26971418,0.19756897,-0.47894233,0.28559282,-0.502032,0.25394884,0.15504424,0.1883377,0.15794936,-0.4796913,-0.09993294,0.11120956,0.11724527,-0.08133064,0.64811414
r.yanase,1,2,0.4543937,0.5675083,-0.17043284,0.3530237,-0.6383723,0.51396924,-1.0190805,-0.3912752,-0.32803327,0.30457264,1.4934801,-0.7209479,-0.11612171,0.07390937,0.18755628,0.4064625,0.37781873,-0.12425089,-0.3537317,-0.26377267,-0.10777433,0.3741935,-0.5251893,0.40609083,0.08266324,-0.6623955,0.6969238,0.04339987
r.yanase,1,2,-0.49059275,2.0977018,-1.5400083,-0.6479528,-0.6353256,-1.3774513,0.6853572,-1.5537323,0.98570055,0.6845202,1.1064024,-1.2964467,-0.011973098,0.19139715,-0.5606533,0.31215292,0.6482926,-0.58091074,-0.16345918,0.35224468,-0.4088651,0.863242,0.11356933,-0.7416871,0.048603743,-0.10982615,0.20116138,0.67385185
r.yanase,1,2,1.2877939,-0.042410202,1.2277644,-0.41240007,0.9281522,0.6764424,0.8569716,-0.08947189,-0.09941147,0.16256087,-1.3052735,-0.812327,0.3345465,0.35164946,-0.014206678,0.49178213,-0.14973821,-0.3364005,0.5236268,0.7444223,-0.060329493,0.13131616,-0.043194383,0.39535457,0.0744386,-0.16508305,-0.5602032,0.69918674
r.yanase,1,2,-0.345455,0.008555386,0.88950264,0.40673426,-0.348834,-0.319646,0.05360422,-1.3820151,-0.031841274,0.3347706,-0.48457545,-0.14764541,-0.22669093,-0.086550936,0.4186561,0.467378,-0.12498203,-0.74868,-0.45689002,0.31858742,0.53137106,-0.20586741,-0.08633255,0.0444578,0.10587882,0.47987926,-0.18709196,0.09454459
r.yanase,1,2,1.4761438,0.44145313,-0.54771525,-0.737065,-1.8228631,0.29196495,0.023974948,1.0486815,1.9341543,-0.7855273,1.9926062,-0.6269087,-0.063691586,-0.31792527,0.8256117,0.78871614,0.20269382,-0.16796495,-0.506819,0.11420056,-0.56560194,-0.80607814,-0.2877927,0.22591671,-0.25802127,-1.0082955,0.045843992,-0.19888885
r.yanase,1,2,0.3779343,-0.27746266,0.71690017,-0.28249037,0.7410272,1.1382377,0.4240948,-1.2914476,-0.7223961,0.14093524,-2.1635056,1.1484445,0.28113094,0.26948297,0.41413295,-0.09098818,-0.04138885,0.3276508,-0.061243713,-0.039389387,-0.26089996,0.2663474,0.10307976,-0.4762141,0.34682497,0.30423725,-0.12961191,-0.14629039
r.yanase,1,2,0.4279083,1.8674654,-0.68310827,0.72757065,2.753568,-0.274069,-0.7860034,-1.4577829,-0.7179138,-0.39691544,0.14721565,1.1288118,0.7848539,0.35115606,1.0008742,0.33716673,0.07925081,-0.08924757,0.3805068,0.15439066,-0.17407015,0.62394804,0.37699595,-0.6549423,-0.025595717,-0.18837546,0.060490575,-0.34557027
r.yanase,1,2,0.43928885,-1.2839943,0.7802373,-1.8349293,-0.8777613,0.90452695,-0.2154918,0.2852251,0.6684161,0.20613492,0.8198609,-1.5915122,-0.37520322,-0.2925213,0.00081083924,0.25319386,0.061716292,-0.6324735,0.57363397,0.23628962,-0.16851118,-0.18151894,0.456413,0.26060283,0.54263985,0.26488432,0.43072328,0.32995978
r.yanase,1,2,1.2172705,0.64401233,-0.42850238,-0.45562547,-0.5552368,2.119879,0.39209282,-1.6934592,-1.3388383,1.1035918,0.9179837,1.1947358,-0.39368606,-0.025517862,0.19958416,0.48999274,0.8012073,0.27375048,0.06565531,0.8790898,-0.51223814,-0.12902078,-0.0034580454,0.2895881,-0.43178257,-0.24231496,-0.18814932,-0.037484065
r.yanase,1,2,-0.22686559,-1.0536921,0.72729015,-0.6943189,-0.28987527,0.20058912,-0.0068950355,-1.2288018,1.1667086,0.72377396,-0.6941317,-0.33185294,-0.4177801,-0.37858057,0.320082,-0.13907269,-0.16132346,-0.6589571,-0.12178364,0.42022204,0.008882612,0.16472906,-0.4419589,-0.044846162,-0.33241892,-0.24620411,0.18334258,0.7780149
r.yanase,1,2,0.06805828,1.1107041,1.4626986,-0.6098211,-0.3044768,-0.11919981,-0.028392049,-0.8454321,0.8674832,1.9024116,0.3906203,1.3218558,-0.75544053,-0.7799926,-0.038171515,0.46097115,0.17866467,0.5612332,-0.41368482,0.6277484,-0.4730326,-0.38594016,-0.27619964,1.2665551,0.40522793,0.2067455,0.16347502,0.7901704
r.yanase,1,2,0.9111024,0.87380755,-0.90840966,2.0471609,-0.4259022,-0.05762153,-0.103766195,-0.280884,0.33625424,-0.56739974,0.19377996,-0.546888,0.3830501,-0.12126464,-0.23063287,0.035256926,-0.029430278,-0.14700055,0.11368119,-0.35112146,0.1233305,-0.6640966,-0.12067957,-0.15601744,-0.53140146,0.17632669,1.1488384,0.6986522
r.yanase,1,2,0.4992135,-0.2641719,0.7730179,-0.024194583,1.9006536,1.3461871,-1.176427,-0.18924578,1.0582657,-0.9035552,1.026329,0.44783074,0.44263437,-0.7133284,-0.10046069,-0.23792613,-0.3375072,0.13691615,0.05038491,-0.35476124,-0.61148226,-0.39548853,-0.15023655,-1.0147414,0.25852743,0.108649574,-0.40708128,-0.19600542
r.yanase,1,2,1.5146161,0.039607614,0.975916,0.5163496,-0.36961707,-1.4285182,0.01964178,1.001002,0.253994,-0.39978874,0.18751216,0.6934172,-0.5384134,-0.12250625,-0.06662096,-0.4370831,0.058441952,-0.31126988,-0.11789301,0.75729245,-1.0027108,0.47527272,-0.8963995,-0.7464354,-0.29698536,0.24515645,0.28560245,-0.16291383
r.yanase,1,2,-0.21703604,-0.40342197,-0.30843508,-0.4397183,0.5172126,-1.70443,1.2370703,1.4654391,-0.09951619,0.27620444,-0.27607864,-0.21540153,-0.3473762,-0.32229117,-0.11916998,0.31610796,0.38322505,-0.34270287,0.1773199,-0.2566974,-0.20876792,-0.017570402,-0.34031546,0.37395847,-0.12747142,0.25220543,-0.008900236,0.29979348
r.yanase,1,2,-0.66834027,-0.03892692,0.8969124,1.2668319,-1.9288397,0.11881155,-1.3010718,-1.1897465,0.27280274,-0.23503654,-1.1762127,-1.3381376,0.6407528,0.013461366,-0.7369152,0.27588126,-0.3108554,-0.6073737,0.4302535,-0.3809067,0.18082573,0.11298434,-0.07113956,0.18689227,0.4809336,-0.09736725,-0.010432061,-0.4468482
r.yanase,1,2,-0.29422116,-0.52610624,0.9474241,-0.4029544,1.2556435,-0.035039768,-0.22282879,-0.37424907,-0.7951312,0.28161904,-0.017355068,-0.65679395,-0.22607091,-0.0037221462,0.5018183,-0.73243433,0.26304895,-0.1428593,0.030911712,0.50852454,0.09035429,0.47213307,-0.42693365,-0.033585593,0.36537343,0.3671819,-0.010730501,0.4793037
r.yanase,1,2,-0.66092443,0.70988685,-0.7578374,0.23295021,1.5281959,-0.67124826,1.6733706,0.41601616,0.5033897,1.5946655,1.2743698,-0.8427514,-0.16091505,0.37531972,0.26262355,0.037417762,-0.14189479,-0.06924336,-0.71247977,1.0055594,-0.153786,0.17483447,-0.8700433,0.6118157,0.2315464,0.12938571,0.09194893,0.09659815
r.yanase,1,2,-0.30582651,1.1704776,-1.15123,0.49291942,-0.44593257,0.14896941,-1.6208426,-0.77001154,0.27967545,0.044186473,-1.0181234,-0.29536545,-0.23333186,0.11066663,0.000406757,-0.6787451,-0.3608873,-0.16891268,-0.55246377,-0.13478151,0.03764856,-0.52477974,-0.4769058,0.29719472,0.43376637,-0.5391206,0.010648759,-0.23542973
r.yanase,1,3,0.9311793,-0.30553642,-0.88970995,0.62966454,1.1120325,2.9152486,-0.26704064,-1.5346818,-0.35323295,-0.055797786,0.054243177,1.213228,-0.5467683,-0.26681432,-0.35654336,0.35526058,0.037096236,-0.651356,0.46981636,0.4689934,0.04542072,-0.21972254,0.023369946,0.099762015,-0.19496873,-0.33964503,0.27609187,1.1890403
r.yanase,1,3,-0.8938343,-0.39187956,1.8152593,2.6476967,-1.6284723,1.1665499,-0.030945249,-0.3918352,-1.1794032,1.1000633,0.6297704,-0.5439617,-0.75094944,-0.5116912,0.21302798,-0.17814071,-0.10882124,0.1813745,0.10989225,0.55940104,0.7456936,-0.18666403,-0.11929707,0.723959,0.64098805,-0.20693448,-0.32363814,0.50499
r.yanase,1,3,0.45413676,-0.1637182,-0.15374738,0.6401096,0.890219,1.7207053,-0.7977681,0.17903376,-1.1428486,0.5329852,0.21900569,0.38032117,-0.4782647,-0.50326455,0.55154824,-0.013030407,0.5196777,-0.5958861,0.056923263,0.026706606,-0.0077399313,-1.1289184,-0.28897923,-0.5460977,0.5422621,-0.16869885,-0.31976563,0.45383236
r.yanase,1,3,0.088643424,0.43998384,-2.1543245,-0.019860767,0.07988362,1.4294811,0.3965195,1.2848276,-0.90664685,-1.0976038,-1.0269727,-0.24313733,0.23456979,-0.78907484,-0.55342686,0.4771841,-0.41245714,0.18371762,0.21984124,0.067158975,-0.2198452,0.17964952,0.83662415,0.16929838,-0.3238087,0.25723362,-0.28599948,0.8347708
r.yanase,1,3,-0.14192022,0.53629875,0.14718938,-1.3552592,-2.5796797,-0.12239021,0.7842983,0.31542498,-1.8230088,-0.0014614984,-1.2830011,-0.8748863,0.32669598,0.049699485,-0.50231636,-0.47002453,-0.100963235,-0.47045976,-0.04254599,0.8008392,-0.22655147,0.08400081,-0.750504,-0.4832784,-0.71766055,-0.057917707,-0.12746052,-0.23855992
r.yanase,1,3,-0.47926039,-0.0008924976,0.32095265,-0.016007697,0.0752667,0.22023705,0.383922,1.3782378,-0.14387819,2.3086705,0.13166805,-1.3019645,0.23495376,0.022708043,0.17923364,-0.06556081,0.6006955,0.06833117,0.36061528,-0.058271185,0.3558308,-0.30044958,0.62122655,0.78899026,-0.056332782,-0.21072447,-0.06519392,0.55589545
r.yanase,1,3,1.4883019,-0.12710327,-0.79155374,-1.3902582,2.8363254,1.8105932,-0.11275882,1.3836064,2.1299129,-0.059496727,1.5076581,-0.6966827,-0.10496791,-0.12105699,-0.064832985,0.3247341,0.32190004,-0.45617837,0.51809895,0.13960454,0.10854198,-0.27934265,-0.30353573,-0.58123946,-0.4642497,-0.7347816,-0.025037888,0.54530305
r.yanase,1,3,0.15878268,0.18802674,-0.6764157,0.96487033,-0.6494123,-0.111194186,0.9957484,0.18337284,-0.44156447,1.1455916,-1.060698,-0.6687077,-0.42990154,0.062268853,0.6406962,0.60282505,0.034068342,-0.00886514,0.16715923,0.5334016,0.11683284,-0.37655434,-0.373344,0.21236384,-0.36014265,0.61315197,-0.03688832,0.5197798
r.yanase,1,3,0.21566851,2.108161,-0.059803747,-0.5124735,0.0047643147,0.93905216,-0.49622825,0.47242957,0.4809707,0.3899306,2.3215873,0.7807621,-0.6117511,-0.6004466,-0.22805478,-0.37192604,0.15147853,-0.4281327,0.7095371,-0.14654869,0.25482494,0.35046422,0.080178685,0.70701724,0.10780099,-0.14727652,0.10612221,0.706716
s.miyama,0,3,-1.1046731,0.1755478,-1.0436333,0.031389475,-0.8206273,-0.13441671,-1.154608,0.713966,0.40386683,0.9802935,-0.45617643,-1.3315965,0.09457557,-0.5398096,0.069370605,0.19577047,0.08250983,0.30018908,1.0855764,0.5101192,0.39411193,-0.2110973,-0.25749865,-0.6850732,0.5840785,-0.078856155,-0.15996365,-0.04372728
s.miyama,0,3,-0.4726224,-0.010887323,-1.4262539,-0.19140872,2.3787503,-1.0874146,-0.45197102,0.410872,0.18930899,-0.38258678,-0.65001345,-0.1841076,0.2200656,-0.6618258,0.20195574,0.42654586,-0.015614603,0.15784521,-0.5259888,-0.052459583,-0.15253298,-0.24173748,-0.43636757,0.41828838,0.82445186,0.03647901,-0.2622812,0.26610866
s.miyama,0,3,-0.82236934,1.1483743,-0.34337804,-1.8985668,0.9375707,-0.15764256,-0.30554456,-0.17609458,0.9246154,1.2635567,0.42227483,0.36198387,0.17350897,-0.8191194,1.1321166,-0.38201374,0.22117414,0.104407415,0.32252997,0.5543636,-0.28503734,0.2982902,-0.6772215,0.31183454,-0.01167058,-0.48144245,-0.065456614,0.4014499
s.miyama,0,3,0.9959125,0.014155991,-1.8723786,-0.7712007,-0.7905908,0.5416833,-1.4911029,-2.2728672,0.6936662,1.4465951,-0.8412987,-0.28923342,-0.15029174,-0.27845448,-0.13018346,0.31571817,0.6396031,-0.84529,0.26242867,0.40156388,0.3898592,-0.5141224,-0.11272515,0.46302435,-0.058788963,-0.13485324,0.28433332,1.2878634
s.miyama,0,3,0.93153733,-0.04005503,1.0008206,-1.2586951,-1.986366,1.512676,1.1067713,1.1959771,1.7176675,-0.9595397,-0.6478247,0.9540224,0.13149762,-0.1433323,0.03216221,0.37587106,0.36524367,-0.1432473,-0.5000004,0.733221,0.033725187,0.25589487,0.12650162,0.14596915,0.2904126,0.3203469,-0.015861325,0.4139952
s.miyama,0,3,0.532264,1.641586,0.735122,-0.1777918,0.3922,-0.030878466,1.0191846,-1.6786311,-0.89470446,1.7050475,-0.1996988,-0.059484765,-0.30706212,0.4356656,0.25408217,-0.26713413,-0.18361467,-0.36948246,0.3268086,0.52035856,-0.0129262805,-0.4933838,0.36320996,-0.86456245,0.53163195,0.1346354,-0.23561493,-0.1883104
s.miyama,0,3,1.3979163,1.1354107,-1.4813815,0.72473586,-0.6845576,2.298841,-0.6176714,0.6023117,0.21800664,1.7411779,-0.2514623,0.7686232,0.20723027,-0.35780656,0.32337332,0.0690455,-0.025570774,-0.063249454,0.33935517,1.2345831,-0.15135911,-0.54842937,-0.28535742,0.3470615,0.1495742,-0.36998245,0.5335367,-0.015453279
s.miyama,0,3,-1.3290306,1.2371329,-1.695971,0.40758187,0.95225585,0.07681744,0.85263085,-0.6611334,0.07305057,0.5377964,-1.0428072,-0.3188812,-0.09766615,-0.20482263,-0.08161509,0.7209445,0.30137476,0.085721835,0.75064224,0.36903894,-0.05560465,-0.22034168,0.26970917,0.19517218,0.5968809,0.32576826,-0.24911022,0.30293542
s.miyama,0,3,-0.41643244,-0.9693431,-1.242701,0.40640706,1.3966469,0.15925285,0.06154242,-0.685325,-0.43702146,0.2855848,0.04321661,-2.0443263,0.6130426,-0.096443295,-0.087218225,-0.23318948,0.6673509,-0.14810668,0.30236894,-0.17105058,-0.12019818,-0.25013652,0.34988922,0.086510256,-0.27595738,0.35082096,0.10758686,-0.061218366
s.miyama,0,3,0.7023714,-1.9183223,0.7555066,0.037486404,-0.85529155,0.75626934,-0.37842295,-0.6524031,0.05128801,-0.5101318,1.2773211,-0.24405107,-1.0641594,0.56615794,0.21927014,0.07870091,0.23269539,0.25311965,-0.0046877284,0.18503831,0.08914165,-0.428234,0.58402807,-0.5648062,-0.6381268,0.75445837,0.5094959,0.30957064
s.miyama,0,3,0.77127945,-1.2434101,0.9695783,-0.47868043,-0.24132353,-0.016476989,-0.21598168,-1.0611316,-0.46684507,0.35317132,0.51892704,1.6440108,0.49918225,0.59961665,0.5914775,0.29523373,0.1458696,-1.1799943,-0.3139389,0.41153464,-0.88965195,-0.1320992,0.2469616,0.21921109,0.09752625,0.16343193,0.38301688,0.54130626
s.miyama,0,3,0.54880786,0.17717326,0.304632,0.5892895,0.97344494,-0.5587052,-0.39239138,-1.4136081,-0.8766642,0.2642796,2.0929046,-0.24923521,-0.17846559,0.42621678,-0.3756013,0.0361895,0.49091768,-0.10125542,-0.072658256,0.00130108,0.028767526,0.71072686,0.32998705,-0.14855102,-0.27058694,0.7320092,-0.072444126,0.14906067
s.miyama,0,3,-1.1076986,0.3085708,0.5346101,-1.4580361,-1.0359985,0.80370855,0.42088282,0.33419657,0.5276985,1.0259991,-0.97354186,1.6073226,-0.16829824,0.13326406,-0.44752908,0.41566548,0.56983083,-0.13524547,0.14258912,0.20970947,-0.6074794,0.35520756,0.26919287,0.13705647,0.6577852,-0.0130579015,-0.033213746,-0.031501874
s.miyama,0,3,1.1018823,0.53104013,-0.65664214,0.016488,-0.34523124,-0.03974935,1.28254,-0.012152053,-0.52519304,1.479688,-1.2749513,-0.9450066,-0.41969138,0.37287518,0.18495251,-0.0920526,0.55391973,-0.31488016,-0.28366953,0.79459476,-0.823815,0.051357985,0.18145943,0.20985296,0.15762493,0.7382488,0.7984404,0.07233785
s.miyama,0,3,2.1425672,-0.32783094,-1.2388704,-1.4737021,0.49502355,-0.24177147,0.2804959,0.37471604,1.8693746,0.2927178,0.62513924,1.5013041,-0.004166834,-0.43133554,0.4548688,-0.91929984,-0.18027766,-0.10183491,-0.062579796,-1.1804577,-0.3729924,0.18793431,-0.8702049,0.12056396,0.31595123,-0.5292665,0.22790816,-0.30940813
s.miyama,0,3,0.054696724,-1.4076982,1.6195954,0.12812802,0.25163674,0.6900548,0.42901558,0.075328976,1.4042238,1.0901096,0.9105689,0.061736844,-0.43034777,0.32500073,0.5206316,0.010744948,0.50374395,-0.32548627,-0.5264468,0.21147655,0.32415533,-0.0377514,-0.8015449,-0.5417563,-0.07151388,-0.10987722,-0.18695478,0.028116018
s.miyama,0,3,0.3700276,0.91039073,-1.9040604,-0.63100046,0.05627118,0.9702489,-0.62640285,0.4363538,0.58181727,0.56460375,-0.27020353,-1.0582298,0.13866986,0.13613024,0.0001744926,-0.060434278,0.6841516,-0.2776072,0.4815717,0.07554236,-0.97448236,-0.10533949,0.24820773,0.1479499,0.53996354,-0.9331134,0.7174395,-0.4066202
s.miyama,0,3,-0.26741588,1.4543726,-0.5390968,1.1344513,1.1309078,0.5772008,-0.6028298,-0.047758464,0.63315403,-0.10081053,-0.8845489,0.088575326,-0.17544231,0.6998024,0.39423573,0.55624306,0.36917448,-0.46979368,-0.61644393,0.4722607,0.049290046,-0.5184828,0.010820858,-0.67077523,0.7695531,0.14668597,0.054124802,0.68725276
s.miyama,0,3,0.5056544,0.89640474,0.26759607,-0.16480482,0.824031,-1.3337194,-0.4414435,0.11022503,0.9101529,-0.09195487,-0.65512925,-0.9680977,0.38389495,0.1268617,0.25800142,-0.558217,-0.43024075,-0.4632427,-0.35439393,-0.16919854,-0.35944235,-0.25380903,-0.80689174,-0.085176826,0.1327458,-0.033151545,-0.28201258,0.47847694
s.miyama,0,3,0.054620825,1.2022678,1.9611661,-2.2959487,1.5008239,2.8192494,1.1279958,0.49907315,0.901695,0.31477618,-1.1099054,0.67184544,0.3914805,-0.14982983,0.011465497,-0.4929013,-0.13908435,-0.4807703,0.37240437,0.6140615,-0.20603445,0.11522103,-0.013527948,1.249272,-0.26758596,0.13707721,-0.24479285,0.31131127
s.miyama,0,3,-0.2321794,-0.013648702,0.76779777,-0.887172,0.48244306,1.3058503,-1.0923827,-0.56250125,-0.9901581,1.488398,-0.8411777,-0.43306547,-0.03442111,-0.3186642,-0.77534884,-0.13135023,-0.2507956,0.32786977,-0.618109,-0.716885,-0.29320136,0.320312,0.22867614,-0.47328043,0.17274317,-0.4921604,-0.7008149,0.5087961
s.miyama,0,3,-0.32967472,-0.5212382,-0.5272278,0.31607664,1.2987584,0.31487185,0.1681169,0.2593387,1.2485428,1.8888407,0.09383562,1.1792834,0.42824867,-0.12080352,0.15237251,0.39956814,-0.06641987,-0.6091138,0.5259712,0.532732,0.2534278,-0.07899297,-0.4050954,-0.27361524,-0.18172489,0.22893134,-0.0058812425,-0.44220817
s.miyama,0,3,-1.0377096,1.0515872,-0.28351212,0.7256683,1.7236178,-0.45766056,0.8863903,-0.1618167,0.36520445,0.25280336,-0.2915314,0.17193326,-0.085590646,-0.68619937,0.35088587,0.09467986,0.020028004,-0.07649501,-0.067554794,0.011992365,0.24286668,-0.043344818,0.12676895,-0.603403,-0.052039832,0.16354707,-0.1909425,0.6514101
s.miyama,0,4,0.50569516,-0.1387968,0.026780628,-1.1277146,-0.09762587,1.7764287,-0.13567701,1.3661709,-0.6442848,1.6753408,-0.09149338,0.667314,-0.88197726,-0.11068726,-0.8016877,0.8142768,-0.19923915,-0.4985121,-0.42998582,-0.60785973,-0.23912875,-0.082433745,-0.4025338,0.44715863,0.02609924,-0.75728655,-0.32307112,0.19989151
s.miyama,0,4,-0.22237377,0.36562732,0.012056105,0.66766095,-0.66988796,1.2425597,1.5210114,-0.7732532,0.08767386,0.0097405575,0.39964592,-0.951133,-0.24302547,-0.5063673,-0.30998725,0.5653261,0.17332946,-0.4531849,0.034299463,0.84069586,-0.12249634,-0.092330195,-0.55950594,1.0584326,-0.3380691,0.22483087,-0.11700077,0.2748519
s.miyama,0,4,-0.433568,0.32694128,-0.6088227,-0.4839031,0.16196392,1.2175499,0.042582303,0.38408452,1.0764707,0.4321327,-1.2501185,-0.49406862,-0.3727763,-0.21279398,0.0582754,0.13736287,-0.55193675,-0.36594927,-0.08457773,-0.7265456,0.5251512,-0.17079306,0.37931025,-0.24181445,0.67170835,-0.13576104,0.26909882,0.9114422
s.miyama,0,4,-0.60478574,0.23757774,0.6312001,1.4430485,-0.8775422,0.14979573,-0.17840976,0.19706385,-1.6678467,-0.35776258,0.8843258,-0.6199636,-0.4368586,-0.2240726,0.48586595,0.50034916,-0.003647578,-0.06926045,0.432678,0.10114778,0.18618034,0.9755707,-0.57614213,-0.012978874,0.10282612,-0.2620113,0.1756386,-0.19858836
s.miyama,0,4,-0.573738,1.420351,-0.59143424,-0.019605896,0.6790262,0.6276115,2.0012236,0.33301747,1.5595102,-0.3290294,2.099637,0.37191665,0.07071984,-0.23211092,-0.5944372,0.45819572,-0.18550839,-0.19727273,0.05375299,0.43154866,0.14666875,-0.23473337,0.5471063,0.4493001,-0.4208829,0.05154869,-0.4076911,0.027736604
s.miyama,0,4,0.12567627,0.883847,0.9382596,-0.037750266,-0.5638238,-1.1503438,0.11100212,-1.5089378,0.30794933,-0.24333437,-1.9668801,1.4816518,0.43722346,0.21203431,-0.44518006,1.6268022,0.16722462,0.063215956,-0.5001904,0.4323188,-0.7868283,-0.078533575,-1.1506674,-0.36054158,0.24608561,0.5814971,-0.03622551,0.07038361
s.miyama,0,4,-1.8151004,0.28356165,0.27689958,-1.4070557,-0.5100925,0.3126058,1.2422174,-0.577308,-1.8566203,0.314381,-0.958512,-0.21028093,0.40943727,0.08084065,-0.23141775,0.5866654,0.088722154,-0.36538917,0.34968305,0.28750658,-0.11009489,0.018692793,-0.2655915,0.27499354,0.40256354,0.035440423,0.37954718,-0.029037878
s.miyama,0,4,0.013294239,1.0691563,-1.160678,-0.68616503,-0.53128076,-0.5413029,-0.4747097,0.18931329,1.0012922,1.0561255,0.8718043,-0.8659784,-0.07206964,0.46283025,0.15876406,0.10769587,-0.12357479,0.22334336,0.2444838,0.02219002,-0.24250452,-0.5151016,0.2420795,0.60846806,-0.45148906,0.8171363,0.46298856,-0.1424218
s.miyama,0,4,-1.4422493,-0.32547545,-0.33913702,1.7416584,-0.671728,1.6303654,0.67806107,-0.12452203,0.28787968,-0.58490217,1.1911494,0.18029468,0.23380631,0.32756668,-0.34185413,-0.30851737,-0.46989727,0.5524133,0.834091,0.7998817,-0.061349887,-0.16460863,0.3444528,-0.721004,-0.5032336,-0.27844572,-0.20363986,0.06092593
s.miyama,0,4,-0.4685667,-0.31961417,-1.7127705,-1.2110314,-0.62464005,-0.28539145,0.8123815,1.1378247,0.20820099,-0.41315436,-2.3832564,-0.7115144,0.8423015,-0.3510286,0.62320274,0.41563493,0.8426728,-0.2810015,-0.08733773,0.3814862,-0.102281556,0.18376772,0.04761739,-0.4884956,0.5561986,0.26220495,-0.30219886,0.19365689
s.miyama,0,4,-0.071702644,0.68538946,1.4355391,0.5933771,-0.46397066,-0.7769333,-1.148072,-1.250362,-0.63500524,-0.742912,0.7986415,-0.16985962,-0.70177895,-0.1361215,0.16448563,-0.8305759,0.33159307,-0.7174336,-0.16118234,0.11876652,-0.60823333,0.51448196,-0.28570417,-0.06952292,0.68829966,0.36823606,0.6660079,0.3314888
s.miyama,0,4,0.57942915,0.53530407,-0.5096804,-0.89682573,-0.5462327,0.47952247,-0.8030802,0.7294178,0.33002287,0.6821527,1.2796233,0.074493915,-0.07785982,-0.03743326,0.7285372,-0.005528343,0.5605758,-0.15348247,0.10310423,-0.18429536,-0.03400006,0.09062859,-0.28936136,-0.31506568,0.338697,0.1175116,0.94635475,0.27223542
