subject_id,is_expert,batch_idx,z_style_dim0,z_style_dim1,z_style_dim2,z_style_dim3,z_skill_dim0,z_skill_dim1,z_skill_dim2,z_skill_dim3,z_skill_dim4,z_skill_dim5,z_skill_dim6,z_skill_dim7,z_primitive_dim0,z_primitive_dim1,z_primitive_dim2,z_primitive_dim3,z_primitive_dim4,z_primitive_dim5,z_primitive_dim6,z_primitive_dim7,z_primitive_dim8,z_primitive_dim9,z_primitive_dim10,z_primitive_dim11,z_primitive_dim12,z_primitive_dim13,z_primitive_dim14,z_primitive_dim15
h.nakamura,1,0,0.035616968,-1.3271072,0.5450506,-1.9779612,-0.39452684,-0.32941782,0.34986672,0.25642404,0.58841157,0.33069807,-0.63385665,0.8907923,-0.11037647,0.5095655,-0.058819607,0.17401454,-0.1799717,-0.11406236,0.36957583,0.08137414,0.2681415,0.12897527,-0.48924583,-0.35856777,0.24838856,-0.24321023,0.4028842,0.2806864
h.nakamura,1,0,-0.8173271,1.5416392,2.1313105,0.5811649,-0.9606799,-1.4757065,1.26183,-0.27227765,-0.57606363,2.3553405,-1.0640037,-1.2824659,0.11266431,0.33795512,-0.55620605,0.09232545,0.46857983,0.019458309,0.05310864,0.5265583,0.2943158,-0.066238075,-0.19385716,0.37255073,-0.28416285,0.9652595,0.7371194,0.30517742
h.nakamura,1,0,-0.4159532,0.9927888,0.51890755,1.2277302,-0.13219397,0.41252276,-1.1647803,1.9583161,-0.30705893,0.35558742,0.72970265,-0.66954553,-0.19394612,0.073981225,-0.19016291,0.2605505,-0.107021675,0.14051045,0.16325545,0.68101466,0.16574119,-0.28180447,0.44788617,-0.7483104,0.41479942,0.0937345,0.4501376,0.18185875
h.nakamura,1,0,-0.22223492,-0.03196597,-1.200184,0.5589743,-0.2987749,-1.2709334,0.96092856,0.9966817,1.141172,0.44146878,-1.3621414,-1.4551343,-0.2042751,-0.08632541,0.2377211,0.1682004,-0.35257375,0.23593281,-0.19356133,0.4946663,-0.00011450052,-0.15445279,0.34293416,0.2227539,-0.16495547,0.075966604,0.2746905,0.106797375
h.nakamura,1,0,-0.20223218,0.031412095,-0.010718226,0.41246587,-1.2589499,-0.42006207,-0.3936001,-0.6443307,0.5874164,-0.08489916,-0.5694259,-0.19903553,0.10054366,0.62465346,-0.20408235,0.08133474,0.1450492,-0.28480327,0.0012055337,0.61910015,-0.24773104,0.23236468,0.23284866,0.7067077,-0.20394062,0.16968259,-0.25619188,0.35678762
h.nakamura,1,0,-1.2978413,0.122926064,0.13277084,0.008878652,-0.71560466,-0.7554427,-1.1425484,0.4038273,0.97875965,0.7665533,-0.10955939,0.2227454,0.6577225,-0.19664447,0.7552199,-0.7400621,0.34572747,0.03340608,0.39556378,0.071018115,0.039614037,-0.55447,-0.29173678,-0.20198277,0.22517031,-0.23070085,-0.28395283,0.39735323
h.nakamura,1,0,0.82396454,-1.6041571,0.51326275,0.5957295,0.28926146,-0.27738327,-1.2247686,-0.519793,-0.7426115,-1.0242842,1.5007194,0.31873024,-0.33560824,-0.7388377,-0.29543644,0.053219985,-0.10107607,0.44725853,-0.07241469,-0.5817564,0.40507638,0.22651944,-0.12788588,-0.10639137,0.8273522,0.009491115,0.38764182,-0.08743915
h.nakamura,1,0,-0.57240945,0.5364019,0.39501244,-0.95844316,-0.8354999,-0.14243712,-0.5737101,1.0323975,0.70144355,0.81074125,-1.5522065,0.6646199,-0.14085925,-0.17175114,-0.46927178,0.379655,0.40310645,-0.046522677,0.03339774,1.0683167,-0.32292467,-0.54518354,0.16218396,0.6402408,0.0944203,-0.36253887,0.19850294,-0.31049937
h.nakamura,1,1,-0.16812345,-0.77205074,-0.034087718,-1.2075034,-0.8907879,-0.10090399,-1.1271864,0.33741173,1.4133261,-0.10105978,-0.2945667,-1.3808684,0.22167441,0.6014734,-0.07069698,0.72112226,0.2231029,0.20811538,0.5767867,0.3941397,-0.15451334,0.28335172,0.12717582,-0.25412172,0.18283583,1.1650043,-0.33811212,0.47964543
h.nakamura,1,1,0.8649459,-1.0085236,1.02644,0.54466707,-0.33793566,0.8629627,0.7957968,0.06530775,0.17227681,0.019100089,-0.37518474,0.3415328,0.00037770718,0.5277894,0.086303286,0.20202461,-0.43826604,-0.11213235,0.0520301,0.04833533,-0.075299054,0.7783169,0.19788751,0.384546,-0.60807556,0.25854585,0.51620024,0.39092785
h.nakamura,1,1,0.9371646,-1.0296731,0.2184771,0.57840747,1.2059718,-1.494536,0.46621668,-0.7661282,-0.9956146,-1.9558206,1.106393,0.545292,-0.24200293,0.59236336,-0.029972285,0.2546877,-0.052618578,-0.1421568,-0.26350015,0.086117275,0.59422594,-0.63517225,-0.1795541,0.44750604,-0.024108816,-0.04733943,0.8497485,0.29508647
r.morishita,0,1,0.07360861,1.2714572,1.1515577,-0.117441125,2.420505,0.1159325,-1.3647822,-0.079568714,-1.2978512,0.14652665,0.580917,-1.2637345,-0.033033527,-0.44324255,0.60707116,-0.45464352,0.30710402,-1.1600953,-0.24353272,0.56316066,-0.19477919,0.9664547,-0.31070626,0.6196046,0.09486343,0.34671146,-0.118123695,0.26311815
r.morishita,0,1,-0.14743981,-0.5694211,-1.2188897,0.33428884,-1.5002403,-1.1536582,0.12813208,-1.1751611,0.22530091,-0.47181028,0.59067607,-0.37175673,0.42478734,0.13698506,0.3217063,-0.23804997,0.5549794,-0.68061936,0.66969115,1.0831265,-0.12511857,-0.20982523,-0.15375528,0.48244792,0.015419589,0.12033207,-0.228098,0.30074668
r.morishita,0,1,-0.21063577,-0.7556579,-0.24824777,0.44423532,-0.8316262,0.2476246,-1.6896398,0.31722543,-1.7635038,-0.062918216,-1.2396654,-2.0181177,0.4991817,0.4677031,0.5479475,-0.1996859,0.094741955,-0.2865422,-0.33128938,-0.33714753,0.29472876,0.006045619,0.15630615,0.11310223,0.44763747,-0.17026219,-0.122425556,0.20720136
r.morishita,0,1,1.1661446,-0.53658587,-0.6359608,0.6798606,-1.8825469,0.83592904,2.161246,-1.8028818,0.35124534,0.17876247,-0.80642056,-0.012797253,0.994767,-0.40866125,-0.08049643,-0.22974473,-0.13611504,0.14215781,-0.04266496,0.7932873,0.46638203,0.43215874,0.3445251,0.77227783,-0.106879674,0.0034637293,0.5648505,0.42684978
r.morishita,0,1,1.1796991,0.1515226,1.380697,1.6046481,-0.27994794,0.14688401,0.49542022,-0.11488293,0.3374453,-0.6189598,-1.4658198,0.6727715,0.021697536,0.07226433,-0.56915087,-0.20894098,0.2594739,-0.66536117,-0.1337854,-0.13759735,0.23281066,-0.42026448,0.10648135,0.05303962,-0.088147186,-0.04847969,-0.4088571,0.12271253
r.morishita,0,1,0.35701582,0.17969942,0.24063528,1.6144356,-0.3536386,0.32827288,-3.2847936,0.1560193,-1.6921929,0.01870004,-0.13281494,-1.2468328,0.40250003,0.34668347,0.031627744,0.20395996,0.47879714,-0.5055385,-0.04669021,0.041862905,-0.28436667,-0.38926682,-0.21850537,-0.41901428,0.10687843,0.20973273,0.66604686,0.9214718
r.morishita,0,1,-0.58804786,-1.1220688,-0.4503883,-1.3634814,-0.10722093,-0.016454384,0.6580535,-1.2203186,-0.92180073,-0.8624915,-1.1737549,-1.3225386,0.17131394,0.048719466,0.28457108,0.11089224,0.31258446,0.25313717,-0.24372263,0.0545377,-0.108656734,-0.44930014,-0.6146815,-0.6449583,-0.5130955,-0.16606614,0.32135144,0.54239154
r.morishita,0,1,-1.3513651,1.2236687,0.48523894,0.97631294,0.56942075,-1.253748,-1.6156712,-0.13672455,-2.2385244,-0.9986405,-1.7037723,0.68713844,0.26884162,0.5054872,0.6608161,0.014279963,0.39702836,0.37375432,-0.10940899,-0.3354192,-0.35301644,0.14860758,-0.23985326,0.5524933,-0.23792227,-0.043110784,-0.52336484,0.046703026
r.morishita,0,1,0.3643739,1.0401802,0.3885136,0.85607076,-0.990308,-0.45806745,0.30809763,-1.8076892,0.44065797,0.0935356,0.45232624,-0.09147684,0.6988922,0.06747204,0.4919051,0.13346909,0.15630516,0.6721172,-0.41737705,-0.6832583,-1.0766759,-0.17187464,-0.70908743,-0.5102166,0.5188468,0.25260776,0.64927393,0.29959568
r.morishita,0,1,-0.76765996,0.5318519,0.46432462,-0.2252792,-0.8070013,2.3101456,-1.125137,-0.25423524,-0.6873218,0.22015235,-0.70436835,0.4653286,0.4561584,-0.41827604,0.115549214,-0.31823784,-1.011951,-1.1386536,-0.28538167,0.5672178,-0.11802597,-0.014675479,0.18087381,0.19595224,0.23650935,0.1267232,0.28169465,0.41673493
r.morishita,0,1,-1.2445533,-1.7020807,-2.822662,0.5481052,-0.3607574,-0.6447559,-0.6632941,-1.0828259,0.32314587,1.2219682,-0.9067275,-0.9060001,-0.40802073,0.2617509,0.5281334,0.97564006,0.15897137,0.17919303,0.14789337,0.5293584,-0.028697677,-0.32221416,0.34439135,0.89066267,-0.66303825,-0.42225498,-0.32176438,0.22897097
r.morishita,0,1,0.2429505,-3.5128546,0.40857783,0.643604,1.0451121,-0.108940184,-0.4500573,0.1779789,-1.2179918,-0.9847393,1.1933906,0.64358246,0.04271587,-0.66057754,-0.31411183,0.24207224,0.0082346555,-0.031882495,-0.27027124,0.19808863,-0.83223563,-0.07792622,-0.35263732,-0.8155058,0.38509113,0.13349381,-0.025565378,0.031618327
r.morishita,0,1,-0.71204555,0.24854529,1.9125987,2.0820656,0.19708538,1.3469199,-0.10144965,0.11167207,0.2742111,-1.8737165,0.10054466,-0.93508804,-0.18206184,0.43927926,-0.07533257,0.41209188,-0.6598591,0.57179344,0.04314306,0.078073986,-0.2929779,0.13976994,0.25273287,0.2449409,-0.044935986,0.3133964,0.12777415,-0.27657974
r.morishita,0,1,0.84321094,-0.26931176,0.5970441,-0.4971977,0.61142594,-1.5943017,-0.6702976,0.3797146,-0.10564655,-0.7245246,0.74195147,0.10037456,0.50164646,0.025037125,-0.13857386,0.25672582,-0.06751995,-0.32153085,0.18426758,0.031331554,-0.17281306,-0.522808,-0.076704174,-0.0071287975,0.69131625,0.62581736,-0.18687268,-0.06631003
r.morishita,0,1,1.1689227,-0.3999129,-0.5962483,0.67063653,-1.0832638,0.3820335,-0.49511015,0.2819271,1.5155567,-1.8719684,1.5168957,0.89245427,0.17147821,-0.012606744,-0.52720404,-0.2732683,0.16165991,-0.45230407,0.8306372,-0.14748788,-0.24483736,-0.14032562,-0.18331166,0.2597596,-0.1700734,0.13354102,-0.2592605,0.43657976
r.morishita,0,1,-1.9851962,0.36045563,-1.4737757,0.6280631,-1.0346226,-0.44404104,-1.1679447,1.9216924,0.56751364,-0.35339448,0.024445701,0.70751727,0.30191916,-0.2663696,0.87497455,0.10698548,-0.51301247,-0.5960743,-0.091522634,-0.114963114,0.39892495,0.28057715,-0.094571605,0.5083514,0.7420405,-0.08053262,-0.14847177,-0.08489989
r.morishita,0,1,-1.3060645,1.3539636,-1.3845981,0.86212194,-0.22002651,0.029765934,1.0333048,-0.7402682,-1.0100703,-0.30557877,2.1605601,0.9821985,-0.13981235,-0.1291614,0.8982797,-0.3551429,0.018100683,-0.0923036,0.37222672,0.5446328,0.30018872,-0.32002336,-0.55686635,0.24471463,-0.44207487,-0.067031,0.24156772,-0.16162872
r.morishita,0,1,0.16887721,0.91987646,-0.9259427,1.2388854,-0.5644577,-0.17319897,-0.8640707,1.8323976,-0.40480593,-1.3751943,0.26724294,0.22887537,0.22498173,0.3579435,0.05688326,-0.34233317,-0.39615676,-0.40420616,-0.53227574,0.7642716,0.12341131,0.30471286,-0.34916067,-0.6969657,0.29328197,0.47197217,-0.23068598,0.71586967
r.morishita,0,1,-0.39202732,0.46024132,-1.3985325,0.6073566,-1.0644644,1.844776,-0.21032733,-2.4319146,-0.33751476,0.18153557,-0.43878406,0.75644624,-0.059308924,-0.05982516,0.39173353,-0.036667157,0.45126262,-0.74398035,0.13586542,1.075167,1.0780913,0.19788899,-0.42039442,-0.085098684,-0.54762775,-0.30649137,-0.19584578,0.26137602
r.morishita,0,1,0.6153039,0.3342622,0.16294515,0.040254287,1.8859828,0.22817373,1.0100493,0.8847755,2.0305145,-0.6297717,1.5101501,0.35306227,0.44672447,-0.11995119,-0.59707755,-0.0032325312,0.5262377,-0.03667599,0.032504857,0.5380114,-0.48385876,-0.7293588,-0.28839618,1.0882342,-0.8079986,-0.31723872,0.04953206,0.58827853
r.morishita,0,1,0.5266746,1.4040722,-1.1675426,-0.7761002,1.3568294,1.0174104,-0.042318173,-0.40206468,1.3974901,0.3607313,-0.29057083,-0.605937,0.43495336,-0.3745082,0.0037028864,-0.056248184,-0.7908291,-0.34509593,0.7466053,0.5852089,-0.40423924,-0.3884232,-0.218461,0.19706583,-0.8199681,-0.33929387,0.10615344,0.43409926
r.morishita,0,1,-0.7015095,0.44703665,-0.84654415,1.2589539,-0.99668115,-1.0242721,-0.82473004,-1.1817522,0.107115865,0.18986802,0.45772383,0.44654948,-0.22928798,0.09285441,0.09639063,-0.13068949,0.38880703,0.14789893,0.5126993,0.1700844,0.14455868,0.04624957,0.06435481,-0.24574193,-0.24723677,-0.7254847,0.33248988,0.5744214
r.morishita,0,1,0.67960393,0.439438,-0.21876954,-0.81802887,-2.4224536,0.19373026,1.8822013,-1.522733,0.79246545,0.65391517,-0.47974554,-0.7318365,-0.1269232,-0.24767381,0.20572841,-0.44319043,1.1884164,-0.12510075,0.25655568,1.0014095,-0.16261351,0.59038925,-0.3351408,0.32736206,0.5417503,-0.3405605,0.6894416,-0.3014391
r.morishita,0,1,0.7387522,0.6289269,0.78821284,-0.06317321,0.7059362,-0.82310724,-1.0502683,-0.8476227,-0.8110997,-1.7182709,0.56028366,2.3884835,0.31573606,-0.05367311,0.8344748,0.30021182,0.31457487,-0.14362496,-0.6402524,-0.015670106,0.12271616,-0.023084417,0.19905986,0.1833709,0.64179575,0.7842658,0.6605934,0.5596996
r.morishita,0,1,0.9134306,1.1078372,1.2893381,0.917107,1.860069,-0.76390886,0.22245273,-1.3265402,-1.6420107,0.046005845,0.8713487,1.4716463,0.55226207,-0.18898207,-0.09757149,0.50550866,-0.5043827,0.12228684,-0.5700637,-0.25716797,-0.18643194,-0.2213039,0.8430331,0.37945682,0.5591425,-0.3503523,-0.6654572,-0.078123495
r.morishita,0,1,0.2835068,-0.27490175,1.019009,-0.63127995,0.3600388,-2.2485762,0.42245975,-0.792928,-2.0270214,-0.32245225,0.10106989,-0.14061321,0.029534131,0.10791898,0.18058445,0.2994122,-0.04391599,-0.2777831,-0.2354742,-0.1574097,-0.6230297,-0.30920604,-0.31546897,0.56556123,0.72034794,-0.29606226,0.40625322,-0.28261018
r.morishita,0,1,-0.91168165,-0.019484121,0.5052228,-1.8086623,-1.8752462,0.7916233,-0.59680915,-0.6447396,-0.2759558,1.1833665,-0.70514244,0.03981425,0.022736177,-0.20572914,0.23584245,0.703583,-0.3844261,-0.5587834,0.6022399,0.08234229,-0.06396778,0.24182025,-0.18106228,-0.063462704,0.11537373,0.12400081,0.083183065,0.098706216
r.morishita,0,1,-0.15070203,-0.099285595,0.9089013,-1.0916213,-0.66935444,-0.6389423,-0.480454,-1.3806403,2.406242,-0.029956013,-0.18038136,-1.6148973,-0.21147266,-0.22465433,-0.078581974,0.69255537,0.35527596,0.038615927,0.24965306,-0.5706905,0.28386217,-0.26640564,0.44494358,0.22973731,0.15855463,0.024784107,0.41711017,0.52339566
r.morishita,0,1,0.44408882,1.8618696,-0.5388959,-0.8043382,-1.6083384,-0.9617902,-1.2709752,0.994343,1.1865394,-1.5705067,0.6363871,-0.72432566,0.35698482,0.09158605,0.5629834,-0.33473676,-1.1173791,-0.21906279,0.3562147,0.7974777,0.16553058,-0.69681275,0.0020218492,0.004061587,0.23651084,0.576389,-0.123156056,0.1067182
r.morishita,0,2,-0.9060763,-0.133554,0.04683402,-1.4893855,2.1799734,-0.75437176,-0.31845307,-0.07463013,0.9982147,0.8677415,-0.13538489,-0.9753176,0.012641676,-0.19995123,0.20699403,-0.47536182,-0.13886294,-0.37942976,-0.801637,0.9287219,-0.4795885,0.6131756,-0.16179961,0.28750437,-0.05098725,0.12579644,0.046816528,-0.16016889
r.morishita,0,2,0.35369965,-2.4447517,0.24815366,3.584245,-0.10637574,1.498591,1.958004,0.42823297,0.1925496,1.2971736,-0.8226897,0.4216725,0.79183364,0.2803251,0.34531727,0.14482212,0.111010924,-0.04635632,-0.23961702,-0.3788952,-0.20858073,0.5034931,-0.58492565,0.007796742,0.071445845,0.07906626,-0.52444977,-0.18700877
r.morishita,0,2,2.0264814,-0.29521847,-2.0231843,-2.9694617,-0.64609987,-0.27487224,-0.04044798,-0.9163306,0.311787,0.683666,0.8398564,-0.60872656,-0.20607063,0.2936643,0.42203295,0.11533196,0.050863273,-0.08702135,-0.043186888,1.2622217,0.5631026,-0.06548805,-0.16100949,0.25101012,-0.46591246,0.5939768,0.6622802,0.3819911
r.morishita,0,2,1.9621898,0.0025447942,0.75364226,0.041803047,0.10288119,-1.62217,0.15957849,-0.1622583,2.0560281,1.863012,1.6215322,-0.932823,0.124391705,-1.1901683,-0.18455292,-0.7751001,0.17440103,0.041938648,0.33055595,0.8037239,0.1261372,-0.14700176,-0.2244131,0.3636801,0.108990945,-0.27459702,-0.25929815,0.37170577
